Car brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,car old
M,2010,12.948009990259552,11.986049221552207,0,Individual,1,4,13.5,7.68662133494462,115.0,5.0,15
M,2015,13.437174117244362,10.308952660644293,1,Individual,0,1,19.12,7.224753405767971,91.1,5.0,10
R,2014,13.235692062711331,11.790557201568507,0,Individual,1,2,19.72,7.2868764117507,108.45,5.0,11
M,2013,13.060487973686241,11.695247021764184,0,Individual,1,3,22.9,7.129297548929373,74.0,5.0,12
H,2011,12.84792653170257,11.289781913656018,1,Individual,1,2,16.2,7.377133712833954,103.2,5.0,14
M,2015,13.415032991367148,10.950806546816688,0,Individual,1,2,15.4,7.599401333415815,120.0,7.0,10
M,2018,13.217673557208654,8.517193191416238,1,Individual,1,1,22.0,7.087573705557973,81.8,5.0,7
H,2016,13.526494262499357,10.126631103850338,1,Individual,1,1,17.01,7.372118028337787,121.3,5.0,9
H,2015,13.709038313453757,11.289781913656018,0,Individual,1,2,19.67,7.366445148327599,126.2,5.0,10
C,2011,12.577636201962656,11.385092093460344,0,Individual,1,3,16.52,7.596392304064196,123.7,5.0,14
T,2014,13.676247341204819,12.287652632522597,0,Individual,1,2,12.99,7.821643126239982,100.6,7.0,11
D,2015,12.765688433465597,11.002099841204238,1,Individual,1,1,20.62,7.088408778675395,67.0,7.0,10
M,2017,13.122363377404328,10.668955394675699,1,Individual,1,1,20.85,7.087573705557973,83.14,5.0,8
S,2014,12.89921982609012,11.251560700835821,0,Individual,0,2,21.66,7.311886164077165,103.6,5.0,11
R,2016,12.468436909997665,10.308952660644293,1,Individual,1,1,25.17,6.683360945766275,53.3,5.0,9
M,2015,12.301382825334498,10.596634733096073,1,Individual,1,2,22.74,6.679599185844383,47.3,5.0,10
C,2014,12.154779351142624,11.842229212112828,0,Individual,1,2,18.2,7.129297548929373,73.8,8.0,11
H,2016,12.89921982609012,11.289781913656018,1,Individual,1,1,18.9,7.087573705557973,82.0,5.0,9
C,2014,12.043553716032399,11.238488619268468,0,Individual,1,2,25.44,6.841615476477592,56.3,5.0,11
H,2019,13.38472764187182,8.160518247477505,1,Individual,1,1,18.6,7.087573705557973,81.86,5.0,6
M,2007,11.002099841204238,11.03488966402723,1,Individual,1,2,16.1,6.679599185844383,37.0,4.0,18
T,2007,12.611537753638338,11.608235644774552,1,Individual,1,2,12.0,7.645875825184813,127.0,7.0,18
C,2012,11.736069016284437,10.596634733096073,1,Individual,1,2,16.2,6.902742737158593,62.1,5.0,13
T,2013,11.77528972943772,11.695247021764184,0,Individual,1,2,,,,,12
M,2012,13.122363377404328,14.22097566607244,0,Individual,1,1,15.1,7.68662133494462,140.0,7.0,13
M,2011,12.043553716032399,11.156250521031495,1,Individual,1,3,19.7,6.679599185844383,46.3,5.0,14
M,2012,12.644327576461329,11.251560700835821,0,Individual,1,2,19.3,7.129297548929373,73.9,5.0,13
C,2011,11.77528972943772,11.608235644774552,1,Individual,1,2,18.0,6.902742737158593,62.0,5.0,14
M,2016,13.049792684569493,9.903487552536127,1,Individual,1,1,20.51,6.905753276311464,67.04,5.0,9
M,1995,11.982929094215963,11.407564949312402,0,Individual,1,3,,,,,30
M,2005,13.592367006650065,11.695288687562819,0,Individual,0,2,11.0,8.00202481821611,198.5,5.0,20
M,2012,12.468436909997665,9.730918287184851,1,Individual,1,1,20.2,6.905753276311464,67.1,5.0,13
M,2013,13.122363377404328,11.156250521031495,0,Individual,1,1,15.96,7.833203948641057,63.0,9.0,12
R,2017,12.691580461311874,10.545341438708522,1,Individual,1,1,23.01,6.906754778648554,67.0,5.0,8
M,2013,12.89921982609012,11.289781913656018,0,Individual,1,1,15.96,7.833203948641057,63.0,9.0,12
T,2018,14.978661367769956,10.819778284410283,0,Individual,1,1,14.24,7.9211727215870145,174.5,7.0,7
T,2007,12.206072645530174,10.819778284410283,0,Individual,1,1,17.88,7.241366283322318,52.8,5.0,18
M,2013,13.017002861746503,10.858998997563564,0,Individual,1,1,17.21,7.30854279753919,100.0,7.0,12
T,2012,12.345830240069793,10.819778284410283,0,Individual,1,1,17.0,7.247792581767846,70.0,5.0,13
H,2016,12.736700896592344,10.308952660644293,1,Individual,1,1,21.1,6.70196036600254,55.2,5.0,9
M,2014,13.217673557208654,11.542484267211773,0,Individual,1,1,15.96,7.833203948641057,62.1,7.0,11
F,2011,13.790192749979985,11.445374410707949,0,Individual,0,2,11.4,7.990576881743923,153.86,7.0,14
V,2019,15.150511624696614,9.903487552536127,0,Individual,0,1,18.0,7.585281078639126,190.0,5.0,6
V,2010,12.323855681186558,11.289781913656018,1,Individual,1,2,14.0,7.374629015218945,102.0,5.0,15
F,2018,14.994165554305921,9.392661928770137,0,Individual,0,1,10.91,8.0702808933939,197.0,7.0,7
T,2013,12.542544882151386,11.156250521031495,0,Individual,1,1,25.0,7.241366283322318,69.0,5.0,12
H,2019,13.458835614025542,8.411832675758411,1,Individual,1,1,19.5,7.089243155027514,88.76,5.0,6
T,2012,12.464583340681674,10.46310334047155,0,Individual,1,1,23.03,7.241366283322318,69.0,5.0,13
T,2018,14.978661367769956,11.002099841204238,0,Individual,0,1,15.04,7.9211727215870145,174.5,7.0,7
M,2018,14.151982794585487,10.308952660644293,0,Individual,1,1,16.0,7.599401333415815,140.0,7.0,7
F,2015,12.9384405392434,10.596634733096073,1,Individual,0,1,17.01,7.312553498102598,110.4,5.0,10
T,2011,12.429216196844383,11.156250521031495,0,Individual,1,1,19.0,7.129297548929373,90.0,5.0,14
T,2010,12.254862809699606,11.695247021764184,0,Individual,1,1,21.12,7.129297548929373,88.8,5.0,15
M,2008,12.577636201962656,11.695247021764184,0,Individual,1,2,12.05,7.68662133494462,120.0,8.0,17
T,2012,12.301382825334498,11.407564949312402,0,Individual,1,1,23.03,7.241366283322318,69.0,5.0,13
T,2012,12.4130868149145,10.46310334047155,0,Individual,1,2,23.03,7.241366283322318,69.0,5.0,13
M,2018,12.468436909997665,10.308952660644293,1,Individual,1,1,16.8,6.679599185844383,34.2,8.0,7
H,2018,13.864300722133706,11.156250521031495,0,Individual,1,1,21.38,7.241366283322318,88.7,5.0,7
T,2012,12.577636201962656,11.002099841204238,0,Individual,1,1,21.02,7.129297548929373,88.76,5.0,13
T,2013,12.644327576461329,11.156250521031495,0,Individual,1,1,25.0,7.241366283322318,69.0,5.0,12
H,2018,13.458835614025542,8.699514748210191,1,Individual,1,1,18.6,7.087573705557973,81.83,5.0,7
M,2016,13.217673557208654,9.903487552536127,1,Individual,1,1,20.4,7.087573705557973,81.8,5.0,9
T,2017,13.017002861746503,11.156250521031495,0,Individual,1,1,19.09,7.247792581767846,69.01,5.0,8
H,2016,13.558034327569558,11.082142548877775,1,Individual,1,1,17.8,7.311218384419629,117.3,5.0,9
T,2017,13.017002861746503,10.126631103850338,1,Individual,1,1,23.84,7.089243155027514,84.0,5.0,8
M,2019,12.923909999653127,9.210340371976184,1,Individual,1,1,15.37,7.086737934510577,73.0,5.0,6
M,2003,10.714417768752456,10.46310334047155,1,Individual,1,4,16.1,6.679599185844383,37.0,4.0,22
N,2014,13.304684934198283,11.289781913656018,1,Individual,0,2,11.07,7.822444729489319,179.5,5.0,11
C,2010,12.429216196844383,11.05089000537367,1,Individual,1,1,18.6,7.089243155027514,79.4,5.0,15
T,2008,11.156250521031495,11.512925464970229,0,Individual,1,1,16.8,7.247792581767846,62.0,5.0,17
H,2019,13.444446876573442,7.172424577124845,1,Dealer,1,1,17.8,7.088408778675395,86.7,5.0,6
A,2018,15.19553530607057,10.367221568768269,0,Dealer,0,1,17.01,7.584773077612199,188.0,5.0,7
L,2019,15.454507272639919,9.903487552536127,1,Dealer,0,1,22.37,7.818832443803404,214.56,5.0,6
J,2017,14.978661367769956,10.714417768752456,0,Dealer,0,1,19.33,7.6004023345004,177.0,5.0,8
J,2017,15.226497531674536,9.740968623038354,1,Individual,0,1,9.5,8.189799618728228,280.0,5.0,8
T,2018,13.815510557964274,8.365206834418355,1,Trustmark Dealer,1,1,17.1,7.310550158534422,105.5,5.0,7
T,2018,13.815510557964274,8.56197533418813,1,Trustmark Dealer,1,1,17.1,7.310550158534422,105.5,5.0,7
T,2016,14.508657738524219,11.128570951924754,1,Trustmark Dealer,0,1,19.16,7.821643126239982,157.7,5.0,9
M,2018,13.737549016494562,10.073736528095813,0,Trustmark Dealer,1,1,28.09,7.129297548929373,88.5,5.0,7
H,2016,13.217673557208654,10.941889716805212,1,Trustmark Dealer,1,1,18.2,7.089243155027514,88.7,5.0,9
M,2018,12.971540487669746,9.716495104092274,1,Trustmark Dealer,1,1,20.51,6.905753276311464,67.04,5.0,7
T,2013,13.527828485512494,11.281346434834918,0,Trustmark Dealer,1,2,12.99,7.821643126239982,100.6,7.0,12
H,2016,13.422467969854667,10.881832472145556,1,Trustmark Dealer,1,2,17.8,7.311218384419629,117.3,5.0,9
M,2017,13.253391639810733,10.137452342481922,1,Trustmark Dealer,1,1,21.01,7.087573705557973,81.8,5.0,8
M,2017,13.652991628466498,10.889658761858488,0,Trustmark Dealer,1,1,24.3,7.129297548929373,88.5,5.0,8
B,2019,15.501909511534503,8.922658299524402,0,Dealer,0,1,16.78,7.598399329323964,190.0,5.0,6
B,2019,15.520258650202699,9.047821442478408,0,Dealer,0,1,16.78,7.598399329323964,190.0,5.0,6
H,2019,13.565766324852886,8.858226439365012,1,Trustmark Dealer,0,1,19.0,7.089243155027514,88.76,5.0,6
F,2018,13.369223455335854,8.699681400989514,1,Dealer,1,1,15.9,7.310550158534422,120.69,5.0,7
T,2013,12.429216196844383,11.289781913656018,0,Individual,1,1,19.09,7.247792581767846,69.01,5.0,12
R,2018,14.038654109278484,9.392661928770137,0,Individual,1,1,19.6,7.2868764117507,108.45,5.0,7
F,2017,13.697852514496041,10.126631103850338,1,Individual,1,1,17.0,7.311218384419629,121.31,5.0,8
H,2017,13.527828485512494,10.596634733096073,0,Individual,1,2,22.54,7.241366283322318,88.73,5.0,8
M,2010,12.676076274775909,11.77528972943772,0,Individual,1,3,17.8,7.129297548929373,75.0,5.0,15
S,2011,13.304684934198283,12.216022976383341,0,Individual,1,1,17.67,7.584773077612199,138.08,5.0,14
M,2018,13.815510557964274,10.596634733096073,0,Individual,1,1,28.09,7.129297548929373,88.5,5.0,7
M,2000,11.608235644774552,11.156250521031495,1,Individual,1,4,17.3,6.900730664045173,60.0,5.0,25
H,2008,12.429216196844383,11.695247021764184,1,Individual,1,2,17.7,7.311218384419629,78.0,5.0,17
M,2015,13.304684934198283,11.002099841204238,0,Individual,1,1,26.59,7.129297548929373,74.0,5.0,10
M,2009,12.013700752882718,11.002099841204238,1,Individual,1,1,19.0,6.905753276311464,67.1,5.0,16
M,2004,11.678439903447801,11.002099841204238,1,Individual,1,2,19.7,6.679599185844383,46.3,5.0,21
M,2016,13.458835614025542,11.26446410567173,0,Individual,1,1,27.39,7.129297548929373,74.0,5.0,9
R,2013,13.279367126213993,11.289781913656018,0,Individual,1,2,20.46,7.2868764117507,83.8,5.0,12
M,2006,11.695247021764184,11.695247021764184,1,Individual,1,4,19.7,6.679599185844383,46.3,5.0,19
M,2003,11.082142548877775,11.407564949312402,1,Individual,1,4,16.1,6.679599185844383,37.0,4.0,22
M,2006,11.918390573078392,11.512925464970229,1,Individual,1,2,19.7,6.679599185844383,46.3,5.0,19
M,2009,11.918390573078392,11.156250521031495,1,Individual,1,4,19.7,6.679599185844383,46.3,5.0,16
H,2004,12.043553716032399,11.982929094215963,0,Individual,1,3,13.1,7.30854279753919,82.0,5.0,21
M,2006,12.429216196844383,11.695247021764184,0,Individual,1,3,10.5,7.68662133494462,120.0,8.0,19
H,2005,11.512925464970229,11.512925464970229,0,Individual,1,3,13.1,7.30854279753919,82.0,5.0,20
M,2013,13.303016877097587,11.002099841204238,0,Individual,1,2,20.77,7.129297548929373,88.76,7.0,12
C,2010,12.429216196844383,11.813030057420567,0,Individual,1,3,18.3,7.596392304064196,147.9,5.0,15
M,2016,13.253391639810733,11.407564949312402,1,Individual,1,1,20.4,7.087573705557973,81.8,5.0,9
V,2013,12.994530005894443,11.225243392518447,0,Individual,1,2,22.07,7.089243155027514,73.9,5.0,12
T,2005,12.611537753638338,12.128111104060462,0,Individual,1,2,11.4,7.821643126239982,100.6,7.0,20
N,2015,12.611537753638338,11.18048309750789,1,Individual,0,2,19.34,7.088408778675395,76.0,5.0,10
M,2011,13.122363377404328,11.918390573078392,0,Individual,0,2,11.79,7.68662133494462,120.0,8.0,14
M,2016,13.399995114002609,10.915088464214607,0,Individual,1,1,26.59,7.129297548929373,74.0,5.0,9
F,2012,12.4529327234617,11.407564949312402,1,Individual,1,2,15.3,7.3752557780097545,99.6,5.0,13
R,2018,12.923909999653127,10.46310334047155,1,Individual,1,1,23.01,6.906754778648554,67.0,5.0,7
T,2015,14.451028625687583,11.695247021764184,0,Individual,1,2,12.55,8.000349495324684,168.5,7.0,10
H,2009,12.542544882151386,10.596634733096073,1,Individual,0,3,12.9,7.4949862339505335,130.0,5.0,16
M,2010,12.611537753638338,11.512925464970229,0,Individual,1,1,13.0,7.819636302367592,95.0,8.0,15
T,2016,13.710150042306449,11.695247021764184,0,Individual,1,1,14.1,7.68662133494462,147.94,5.0,9
M,2014,12.154779351142624,11.002099841204238,1,Individual,1,1,19.0,6.905753276311464,67.1,5.0,11
M,2019,13.592367006650065,7.600902459542082,0,Individual,1,1,15.96,7.833203948641057,63.0,9.0,6
M,2012,13.017002861746503,11.512925464970229,0,Individual,1,1,14.0,7.833203948641057,75.0,8.0,13
M,2015,12.89921982609012,11.608235644774552,0,Individual,1,1,14.95,7.819636302367592,93.7,7.0,10
T,2009,11.918390573078392,11.407564949312402,0,Individual,1,2,13.93,7.68662133494462,138.1,7.0,16
T,2011,12.206072645530174,11.342386223287408,0,Individual,1,1,23.57,7.241366283322318,70.0,5.0,14
M,2013,13.304684934198283,12.083905011555967,0,Individual,1,1,15.1,7.68662133494462,140.0,7.0,12
T,2010,12.072541252905651,11.002099841204238,0,Individual,1,1,18.0,7.129297548929373,75.0,5.0,15
T,2008,11.502875129116727,12.230765258120545,0,Individual,1,2,19.09,7.241366283322318,69.0,5.0,17
H,2008,12.2783933071098,11.156250521031495,1,Individual,1,2,20.36,7.087573705557973,78.9,5.0,17
M,2011,12.154779351142624,11.156250521031495,1,Individual,1,3,,,,,14
R,2013,13.16158409055761,11.744037185933616,0,Individual,1,2,19.01,7.2868764117507,108.45,5.0,12
F,2016,14.639686000930624,11.695247021764184,0,Individual,0,2,10.91,8.0702808933939,197.0,7.0,9
T,2015,12.560244459250788,11.156250521031495,0,Individual,1,1,19.1,7.247792581767846,70.0,5.0,10
M,2017,13.399995114002609,11.314474526246391,0,Individual,1,1,18.49,7.30854279753919,100.0,7.0,8
M,2004,10.357869800878907,11.608235644774552,1,Individual,1,3,16.1,6.679599185844383,37.0,4.0,21
M,2015,13.151922179645874,10.714417768752456,1,Individual,1,2,20.85,7.087573705557973,83.14,5.0,10
N,2012,12.594730635321957,11.156250521031495,0,Individual,1,2,21.64,7.2868764117507,84.8,5.0,13
N,2015,13.458835614025542,11.289781913656018,0,Individual,1,2,20.45,7.2868764117507,83.8,5.0,10
M,2017,13.9108207377686,10.714417768752456,0,Individual,1,1,15.4,7.68662133494462,120.0,7.0,8
H,2017,12.611537753638338,11.002099841204238,1,Individual,1,1,20.3,6.905753276311464,68.05,5.0,8
M,2013,13.017002861746503,10.640651618512848,1,Individual,1,1,18.6,7.087573705557973,85.8,5.0,12
M,2010,11.813030057420567,11.790557201568507,1,Individual,1,2,,,,,15
M,2017,13.458835614025542,10.819778284410283,0,Individual,1,2,28.4,7.129297548929373,74.02,5.0,8
F,2012,12.429216196844383,10.596634733096073,0,Individual,1,1,20.0,7.243512974665482,68.0,5.0,13
M,2009,11.84939770159144,11.472103470449973,1,Individual,1,2,18.9,6.966967138613983,67.0,5.0,16
M,2012,12.429216196844383,11.669929213779893,0,Individual,1,1,14.0,7.823245690685523,112.0,8.0,13
H,2011,12.254862809699606,11.608235644774552,1,Individual,1,2,19.81,6.990256500493881,68.05,5.0,14
H,2014,12.948009990259552,11.512925464970229,0,Individual,1,2,25.8,7.311886164077165,98.6,5.0,11
M,2007,11.77528972943772,11.393015168297671,1,Individual,1,3,19.7,6.679599185844383,46.3,5.0,18
N,2012,12.676076274775909,11.156250521031495,1,Individual,1,2,16.95,7.311886164077165,97.7,5.0,13
M,2010,12.206072645530174,11.608235644774552,1,Individual,1,2,17.3,6.966967138613983,64.0,5.0,15
M,2016,12.644327576461329,9.615805480084347,1,Individual,1,1,22.74,6.679599185844383,47.3,5.0,9
M,2012,12.206072645530174,11.289781913656018,0,Individual,1,2,20.8,7.2868764117507,65.0,5.0,13
M,2014,12.765688433465597,10.819778284410283,1,Individual,1,1,18.5,7.087573705557973,85.8,5.0,11
H,2018,13.003579841414362,9.615805480084347,1,Individual,1,1,21.1,6.70196036600254,55.2,5.0,7
D,2017,12.611537753638338,10.126631103850338,1,Individual,1,1,22.7,6.683360945766275,53.64,5.0,8
M,2011,12.323855681186558,10.950806546816688,0,Individual,1,2,21.0,7.2868764117507,64.1,5.0,14
M,2012,13.304684934198283,11.225243392518447,0,Individual,1,1,15.96,7.833203948641057,62.1,7.0,13
M,2013,12.468436909997665,10.165851817003619,1,Individual,1,1,15.37,7.086737934510577,73.0,5.0,12
H,2015,12.834681304952548,11.982929094215963,0,Individual,1,1,24.4,7.02108396428914,71.01,5.0,10
M,2013,12.468436909997665,10.165851817003619,1,Individual,1,1,15.37,7.086737934510577,73.0,5.0,12
M,2010,11.918390573078392,11.695247021764184,1,Individual,1,2,19.7,6.679599185844383,46.3,5.0,15
M,2014,11.608235644774552,10.819778284410283,1,Individual,1,2,19.7,6.679599185844383,46.3,5.0,11
M,2012,12.323855681186558,10.596634733096073,1,Individual,1,1,19.7,6.679599185844383,46.3,5.0,13
T,2011,12.89921982609012,11.407564949312402,0,Individual,1,3,,,,,14
M,2005,11.440354772135393,11.695247021764184,1,Individual,1,3,,,,,20
H,2017,13.664687668229691,10.239959789157341,1,Individual,1,1,17.8,7.311218384419629,117.3,5.0,8
M,2018,13.38472764187182,10.819778284410283,0,Individual,1,1,28.4,7.129297548929373,74.02,5.0,7
M,2014,13.38472764187182,11.407564949312402,0,Individual,1,1,20.77,7.129297548929373,88.8,7.0,11
H,2016,13.473020249017498,10.596634733096073,0,Individual,1,1,24.8,7.241366283322318,88.7,5.0,9
F,2017,12.971540487669746,11.635143097694478,0,Individual,1,1,25.83,7.311886164077165,99.0,5.0,8
M,2011,12.628067055589549,12.144197241812087,0,Individual,1,2,17.8,7.129297548929373,75.0,5.0,14
F,2011,12.301382825334498,11.512925464970229,0,Individual,1,1,20.0,7.243512974665482,68.0,5.0,14
T,2010,11.918390573078392,12.323855681186558,0,Individual,1,3,14.0,7.5745584842024805,90.0,9.0,15
M,2017,13.399995114002609,11.112447898373103,0,Individual,1,2,18.49,7.30854279753919,100.0,7.0,8
C,2011,11.84939770159144,11.156250521031495,0,Individual,1,4,25.44,6.841615476477592,57.6,5.0,14
T,2015,13.9108207377686,10.819778284410283,1,Individual,1,1,14.28,7.494430215031565,138.03,5.0,10
J,2013,14.71159858252091,11.002099841204238,0,Individual,0,1,16.36,7.68662133494462,187.7,5.0,12
V,2017,13.345506928718539,10.4341158035983,0,Individual,0,1,22.0,7.311886164077165,108.495,5.0,8
H,2004,12.196022309676673,11.608235644774552,1,Individual,1,3,12.8,7.30854279753919,100.0,5.0,21
H,2001,11.002099841204238,11.170435156023453,1,Individual,1,2,,,,,24
M,2005,11.77528972943772,11.84939770159144,1,Individual,1,2,18.9,6.905753276311464,67.1,5.0,20
H,2012,13.199324418540456,11.512925464970229,1,Individual,1,2,16.8,7.311218384419629,116.3,5.0,13
H,2017,13.217673557208654,9.210340371976184,1,Individual,0,1,18.9,7.087573705557973,81.86,5.0,8
M,2018,13.071070083016778,10.308952660644293,1,Individual,1,1,21.63,6.905753276311464,67.04,5.0,7
A,2017,14.854018922562679,9.998797732340453,0,Dealer,0,1,15.73,7.584773077612199,174.33,5.0,8
H,2020,14.569282360340654,8.612503371220562,0,Dealer,1,1,26.8,7.3758821482150125,118.0,5.0,5
B,2018,15.02447090380125,9.798127036878302,0,Dealer,0,1,19.62,7.599901959208498,190.0,5.0,7
T,2018,14.403297222866392,9.903487552536127,0,Dealer,0,1,11.36,7.9211727215870145,171.5,8.0,7
H,2018,13.199324418540456,8.85366542803745,1,Dealer,1,1,20.3,6.990256500493881,68.0,5.0,7
F,2018,13.721199878493033,9.903487552536127,0,Dealer,1,1,17.0,7.86172707782398,80.8,5.0,7
M,2019,13.091902108061824,8.491875383431948,1,Dealer,1,1,21.63,6.905753276311464,67.04,5.0,6
H,2020,14.48333993053993,7.90100705199242,0,Dealer,0,1,17.01,7.366445148327599,126.2,5.0,5
M,2018,13.764217263576723,10.97697004973177,0,Dealer,1,1,24.3,7.129297548929373,88.5,5.0,7
F,2015,12.80765263256463,11.56171562913966,0,Dealer,1,1,25.83,7.311886164077165,99.0,5.0,10
M,2018,13.710150042306449,10.174849676120813,0,Dealer,1,1,16.55,7.823245690685523,105.0,6.0,7
T,2017,13.732127862068111,10.19488770435632,0,Dealer,1,1,21.5,7.311218384419629,108.5,5.0,8
M,2020,14.457364444136669,7.3777589082278725,1,Dealer,0,1,13.96,7.280008252884188,141.0,5.0,5
M,2018,14.897315728316002,10.736396675471232,0,Dealer,1,1,15.8,7.672292455628756,170.0,5.0,7
M,2019,13.8878312195439,10.043249494911286,0,Dealer,1,1,17.3,7.311218384419629,121.0,7.0,6
M,2017,13.304684934198283,10.107325952792332,1,Dealer,1,1,20.4,7.087573705557973,81.8,5.0,8
B,2017,14.978661367769956,9.522446728338489,0,Dealer,0,1,22.69,7.598399329323964,190.0,5.0,8
